scene_name,camera_name,frame_id,included_in_public_release,exclude_reason,split_partition_name
ai_001_002,cam_00,9,True,,train
ai_001_002,cam_00,30,True,,train
ai_001_002,cam_00,38,True,,train
ai_001_002,cam_00,47,True,,train
ai_001_002,cam_00,50,True,,train
ai_001_002,cam_00,57,True,,train
ai_001_002,cam_00,62,True,,train
ai_001_002,cam_00,82,True,,train
ai_001_002,cam_00,94,True,,train
ai_001_002,cam_00,95,True,,train
ai_001_002,cam_01,1,True,,train
ai_001_002,cam_01,7,True,,train
ai_001_002,cam_01,9,True,,train
ai_001_002,cam_01,26,True,,train
ai_001_002,cam_01,28,True,,train
ai_001_002,cam_01,42,True,,train
ai_001_002,cam_01,46,True,,train
ai_001_002,cam_01,56,True,,train
ai_001_002,cam_01,57,True,,train
ai_001_002,cam_01,59,True,,train
ai_001_002,cam_01,61,True,,train
ai_001_002,cam_01,64,True,,train
ai_001_002,cam_01,66,True,,train
ai_001_002,cam_01,69,True,,train
ai_001_002,cam_01,71,True,,train
ai_001_002,cam_01,72,True,,train
ai_001_002,cam_01,73,True,,train
ai_001_002,cam_01,85,True,,train
ai_001_002,cam_01,90,True,,train
ai_001_002,cam_01,98,True,,train
ai_001_002,cam_01,99,True,,train
ai_001_002,cam_02,15,True,,train
ai_001_002,cam_02,17,True,,train
ai_001_002,cam_02,23,True,,train
ai_001_002,cam_02,24,True,,train
ai_001_002,cam_02,36,True,,train
ai_001_002,cam_02,49,True,,train
ai_001_002,cam_02,58,True,,train
ai_001_002,cam_02,60,True,,train
ai_001_002,cam_02,65,True,,train
ai_001_002,cam_02,66,True,,train
ai_001_002,cam_02,70,True,,train
ai_001_002,cam_02,76,True,,train
ai_001_002,cam_02,79,True,,train
ai_001_002,cam_02,96,True,,train
ai_001_002,cam_03,1,True,,train
ai_001_002,cam_03,21,True,,train
ai_001_002,cam_03,24,True,,train
ai_001_002,cam_03,27,True,,train
ai_001_002,cam_03,32,True,,train
ai_001_002,cam_03,34,True,,train
ai_001_002,cam_03,44,True,,train
ai_001_002,cam_03,57,True,,train
ai_001_002,cam_03,62,True,,train
ai_001_002,cam_03,78,True,,train
ai_001_002,cam_03,90,True,,train
ai_001_003,cam_00,0,True,,train
ai_001_003,cam_00,1,True,,train
ai_001_003,cam_00,2,True,,train
ai_001_003,cam_00,3,True,,train
ai_001_003,cam_00,4,True,,train
ai_001_003,cam_00,5,True,,train
ai_001_003,cam_00,6,True,,train
ai_001_003,cam_00,24,True,,train
ai_001_003,cam_00,25,True,,train
ai_001_003,cam_00,26,True,,train
ai_001_003,cam_00,27,True,,train
ai_001_003,cam_00,28,True,,train
ai_001_003,cam_00,29,True,,train
ai_001_003,cam_00,30,True,,train
ai_001_003,cam_00,32,True,,train
ai_001_003,cam_00,33,True,,train
ai_001_003,cam_00,34,True,,train
ai_001_003,cam_00,35,True,,train
ai_001_003,cam_00,36,True,,train
ai_001_003,cam_00,37,True,,train
ai_001_003,cam_00,43,True,,train
ai_001_003,cam_00,44,True,,train
ai_001_003,cam_00,45,True,,train
ai_001_003,cam_00,46,True,,train
ai_001_003,cam_00,47,True,,train
ai_001_003,cam_00,48,True,,train
ai_001_003,cam_00,49,True,,train
ai_001_003,cam_00,50,True,,train
ai_001_003,cam_00,51,True,,train
ai_001_003,cam_00,52,True,,train
ai_001_003,cam_00,53,True,,train
ai_001_003,cam_00,54,True,,train
ai_001_003,cam_00,55,True,,train
ai_001_003,cam_00,57,True,,train
ai_001_003,cam_00,58,True,,train
ai_001_003,cam_00,59,True,,train
ai_001_003,cam_00,69,True,,train
ai_001_003,cam_00,70,True,,train
ai_001_003,cam_00,71,True,,train
ai_001_003,cam_00,72,True,,train
ai_001_003,cam_00,73,True,,train
ai_001_003,cam_00,74,True,,train
ai_001_003,cam_00,75,True,,train
ai_001_003,cam_00,83,True,,train
ai_001_003,cam_00,85,True,,train
ai_001_003,cam_00,86,True,,train
ai_001_003,cam_00,87,True,,train
ai_001_003,cam_00,88,True,,train
ai_001_003,cam_00,89,True,,train
ai_001_003,cam_00,90,True,,train
ai_001_003,cam_00,91,True,,train
ai_001_003,cam_00,92,True,,train
ai_001_003,cam_00,93,True,,train
ai_001_003,cam_00,94,True,,train
ai_001_003,cam_00,95,True,,train
ai_001_003,cam_00,96,True,,train
ai_001_003,cam_00,98,True,,train
ai_001_003,cam_00,99,True,,train
ai_001_004,cam_00,2,True,,train
ai_001_004,cam_00,5,True,,train
ai_001_004,cam_00,17,True,,train
ai_001_004,cam_00,18,True,,train
ai_001_004,cam_00,25,True,,train
ai_001_004,cam_00,35,True,,train
ai_001_004,cam_00,37,True,,train
ai_001_004,cam_00,39,True,,train
ai_001_004,cam_00,60,True,,train
ai_001_004,cam_00,73,True,,train
ai_001_004,cam_00,77,True,,train
ai_001_004,cam_00,81,True,,train
ai_001_004,cam_00,96,True,,train
ai_001_004,cam_00,99,True,,train
ai_001_005,cam_00,12,True,,train
ai_001_005,cam_00,13,True,,train
ai_001_005,cam_00,14,True,,train
ai_001_005,cam_00,16,True,,train
ai_001_005,cam_00,19,True,,train
ai_001_005,cam_00,22,True,,train
ai_001_005,cam_00,23,True,,train
ai_001_005,cam_00,24,True,,train
ai_001_005,cam_00,37,True,,train
ai_001_005,cam_00,38,True,,train
ai_001_005,cam_00,39,True,,train
ai_001_005,cam_00,40,True,,train
ai_001_005,cam_00,41,True,,train
ai_001_005,cam_00,43,True,,train
ai_001_005,cam_00,44,True,,train
ai_001_005,cam_00,45,True,,train
ai_001_005,cam_00,46,True,,train
ai_001_005,cam_00,47,True,,train
ai_001_005,cam_00,48,True,,train
ai_001_005,cam_00,49,True,,train
ai_001_005,cam_00,50,True,,train
ai_001_005,cam_00,51,True,,train
ai_001_005,cam_00,52,True,,train
ai_001_005,cam_00,53,True,,train
ai_001_005,cam_00,54,True,,train
ai_001_005,cam_00,55,True,,train
ai_001_005,cam_00,56,True,,train
ai_001_005,cam_00,57,True,,train
ai_001_005,cam_00,58,True,,train
ai_001_005,cam_00,59,True,,train
ai_001_005,cam_00,60,True,,train
ai_001_005,cam_01,24,True,,train
ai_001_005,cam_01,36,True,,train
ai_001_005,cam_01,37,True,,train
ai_001_005,cam_01,39,True,,train
ai_001_005,cam_01,48,True,,train
ai_001_005,cam_01,49,True,,train
ai_001_005,cam_01,50,True,,train
ai_001_005,cam_01,52,True,,train
ai_001_005,cam_01,53,True,,train
ai_001_005,cam_01,54,True,,train
ai_001_005,cam_01,55,True,,train
ai_001_005,cam_01,56,True,,train
ai_001_005,cam_01,57,True,,train
ai_001_005,cam_01,58,True,,train
ai_001_005,cam_01,59,True,,train
ai_001_005,cam_01,60,True,,train
ai_001_005,cam_01,63,True,,train
ai_001_005,cam_01,64,True,,train
ai_001_005,cam_01,65,True,,train
ai_001_005,cam_01,66,True,,train
ai_001_005,cam_01,67,True,,train
ai_001_005,cam_01,68,True,,train
ai_001_005,cam_01,69,True,,train
ai_001_005,cam_01,70,True,,train
ai_001_005,cam_01,71,True,,train
ai_001_005,cam_01,72,True,,train
ai_001_005,cam_01,73,True,,train
ai_001_005,cam_01,74,True,,train
ai_001_005,cam_01,75,True,,train
ai_001_005,cam_01,89,True,,train
ai_001_005,cam_01,90,True,,train
ai_001_005,cam_01,91,True,,train
ai_001_005,cam_02,2,True,,train
ai_001_005,cam_02,3,True,,train
ai_001_005,cam_02,4,True,,train
ai_001_005,cam_02,5,True,,train
ai_001_005,cam_02,6,True,,train
ai_001_005,cam_02,7,True,,train
ai_001_005,cam_02,10,True,,train
ai_001_005,cam_02,11,True,,train
ai_001_005,cam_02,13,True,,train
ai_001_005,cam_02,27,True,,train
ai_001_005,cam_02,29,True,,train
ai_001_005,cam_02,35,True,,train
ai_001_005,cam_02,36,True,,train
ai_001_005,cam_02,59,True,,train
ai_001_005,cam_02,60,True,,train
ai_001_005,cam_02,62,True,,train
ai_001_005,cam_02,63,True,,train
ai_001_005,cam_02,64,True,,train
ai_001_005,cam_02,65,True,,train
ai_001_005,cam_02,66,True,,train
ai_001_005,cam_02,67,True,,train
ai_001_005,cam_02,68,True,,train
ai_001_005,cam_02,69,True,,train
ai_001_005,cam_02,70,True,,train
ai_001_005,cam_02,71,True,,train
ai_001_005,cam_02,72,True,,train
ai_001_005,cam_02,74,True,,train
ai_001_005,cam_02,75,True,,train
ai_001_005,cam_02,83,True,,train
ai_001_005,cam_02,84,True,,train
ai_001_005,cam_02,85,True,,train
ai_001_005,cam_02,86,True,,train
ai_001_005,cam_02,87,True,,train
ai_001_005,cam_02,88,True,,train
ai_001_005,cam_02,89,True,,train
ai_001_005,cam_02,90,True,,train
ai_001_005,cam_02,91,True,,train
ai_001_005,cam_02,92,True,,train
ai_001_005,cam_02,93,True,,train
ai_001_005,cam_02,94,True,,train
ai_001_005,cam_02,95,True,,train
ai_001_005,cam_03,12,True,,train
ai_001_005,cam_03,15,True,,train
ai_001_005,cam_03,19,True,,train
ai_001_005,cam_03,20,True,,train
ai_001_005,cam_03,22,True,,train
ai_001_005,cam_03,24,True,,train
ai_001_005,cam_03,25,True,,train
ai_001_005,cam_03,30,True,,train
ai_001_005,cam_03,31,True,,train
ai_001_005,cam_03,32,True,,train
ai_001_005,cam_03,33,True,,train
ai_001_005,cam_03,34,True,,train
ai_001_005,cam_03,35,True,,train
ai_001_005,cam_03,36,True,,train
ai_001_005,cam_03,37,True,,train
ai_001_005,cam_03,38,True,,train
ai_001_005,cam_03,39,True,,train
ai_001_005,cam_03,40,True,,train
ai_001_005,cam_03,41,True,,train
ai_001_005,cam_03,42,True,,train
ai_001_005,cam_03,43,True,,train
ai_001_005,cam_03,44,True,,train
ai_001_005,cam_03,64,True,,train
ai_001_005,cam_03,65,True,,train
ai_001_005,cam_03,66,True,,train
ai_001_005,cam_03,67,True,,train
ai_001_005,cam_03,68,True,,train
ai_001_005,cam_03,73,True,,train
ai_001_005,cam_03,74,True,,train
ai_001_005,cam_03,75,True,,train
ai_001_005,cam_03,76,True,,train
ai_001_005,cam_03,77,True,,train
ai_001_005,cam_03,78,True,,train
ai_001_005,cam_03,95,True,,train
ai_001_006,cam_00,10,True,,train
ai_001_006,cam_00,11,True,,train
ai_001_006,cam_00,13,True,,train
ai_001_006,cam_00,26,True,,train
ai_001_006,cam_00,81,True,,train
ai_001_006,cam_00,90,True,,train
ai_001_006,cam_00,91,True,,train
ai_001_006,cam_00,93,True,,train
ai_001_006,cam_01,69,True,,train
ai_001_006,cam_01,73,True,,train
ai_001_006,cam_01,76,True,,train
ai_001_006,cam_01,77,True,,train
ai_001_006,cam_01,84,True,,train
ai_001_006,cam_02,18,True,,train
ai_001_006,cam_02,19,True,,train
ai_001_006,cam_02,21,True,,train
ai_001_006,cam_02,22,True,,train
ai_001_006,cam_02,23,True,,train
ai_001_006,cam_02,25,True,,train
ai_001_006,cam_02,26,True,,train
ai_001_006,cam_02,29,True,,train
ai_001_006,cam_02,31,True,,train
ai_001_006,cam_02,32,True,,train
ai_001_006,cam_02,34,True,,train
ai_001_006,cam_02,38,True,,train
ai_001_006,cam_02,47,True,,train
ai_001_006,cam_02,49,True,,train
ai_001_006,cam_02,50,True,,train
ai_001_006,cam_02,52,True,,train
ai_001_006,cam_02,53,True,,train
ai_001_006,cam_02,55,True,,train
ai_001_006,cam_02,56,True,,train
ai_001_006,cam_02,57,True,,train
ai_001_006,cam_02,59,True,,train
ai_001_006,cam_02,61,True,,train
ai_001_006,cam_02,62,True,,train
ai_001_006,cam_02,94,True,,train
ai_001_006,cam_02,96,True,,train
ai_001_008,cam_00,10,True,,train
ai_001_008,cam_00,12,True,,train
ai_001_008,cam_00,14,True,,train
ai_001_008,cam_00,19,True,,train
ai_001_008,cam_00,20,True,,train
ai_001_008,cam_00,21,True,,train
ai_001_008,cam_00,22,True,,train
ai_001_008,cam_00,23,True,,train
ai_001_008,cam_00,26,True,,train
ai_001_008,cam_00,58,True,,train
ai_001_008,cam_00,60,True,,train
ai_001_008,cam_00,61,True,,train
ai_001_008,cam_00,62,True,,train
ai_001_008,cam_00,63,True,,train
ai_001_008,cam_00,64,True,,train
ai_001_008,cam_00,65,True,,train
ai_001_008,cam_00,66,True,,train
ai_001_008,cam_00,67,True,,train
ai_001_008,cam_00,68,True,,train
ai_001_008,cam_00,69,True,,train
ai_001_008,cam_00,70,True,,train
ai_001_008,cam_00,72,True,,train
ai_001_008,cam_00,73,True,,train
ai_001_008,cam_00,74,True,,train
ai_001_008,cam_00,77,True,,train
ai_001_008,cam_00,78,True,,train
ai_001_008,cam_00,79,True,,train
ai_001_008,cam_00,80,True,,train
ai_001_008,cam_00,81,True,,train
ai_001_008,cam_00,82,True,,train
ai_001_008,cam_00,83,True,,train
ai_001_008,cam_00,84,True,,train
